Metadata_pert_name,mode,Preprocessing,Cell type,mAP,p_value,p < 0.05,markers,-log10(mAP p-value)
ARID1B-2,"different plate, same well",Standardize,ES2,0.01428519559564359,0.5973298894483913,False,p>=0.05,0.2237857532962428
ARID1B-2,"different plate, same well",Standardize,HCC44,0.02925133513170436,0.1396037324681479,False,p>=0.05,0.8551029701895713
ARID1B-2,"same plate, different well",MAD robustize,A549,0.01347544033611501,0.6314353270539397,False,p>=0.05,0.19967112419324853
ARID1B-2,"same plate, different well",MAD robustize,ES2,0.07397081109964253,0.0219605690112102,True,p<0.05,1.658356411251672
ARID1B-2,"same plate, different well",MAD robustize,HCC44,0.024790107964690316,0.18983905249806404,False,p>=0.05,0.7216144423838974
ARID1B-2,"same plate, different well",Standardize,A549,0.03866600480827933,0.07753956373022262,False,p>=0.05,1.1104766468429945
ARID1B-2,"same plate, different well",Standardize,ES2,0.08983366051788237,0.013263071542630078,True,p<0.05,1.8773558877305923
ARID1B-2,"same plate, different well",Standardize,HCC44,0.019770965441132913,0.3097971940236925,False,p>=0.05,0.5089225201647583
ATF4-1,"different plate, different well",MAD robustize,A549,0.5362511671335201,1.513175650636739e-05,True,p<0.05,4.820110655800642
ATF4-1,"different plate, different well",MAD robustize,ES2,0.4478324915824916,3.4246162507829456e-05,True,p<0.05,4.465388086800664
ATF4-1,"different plate, different well",MAD robustize,HCC44,0.71875,6.459118200569214e-06,True,p<0.05,5.189826767882107
ATF4-1,"different plate, different well",Standardize,A549,0.31975566703827574,0.00023309133328657796,True,p<0.05,3.632473873951704
ATF4-1,"different plate, different well",Standardize,ES2,0.02419474541335515,0.2772630955294189,False,p>=0.05,0.5571079323497595
ATF4-1,"different plate, different well",Standardize,HCC44,0.39038388082505726,7.488452966778607e-05,True,p<0.05,4.125607893567144
ATF4-1,"different plate, same well",MAD robustize,A549,0.6874368686868687,6.459118200569214e-06,True,p<0.05,5.189826767882107
ATF4-1,"different plate, same well",MAD robustize,ES2,0.504085746771917,3.4246162507829456e-05,True,p<0.05,4.465388086800664
ATF4-1,"different plate, same well",MAD robustize,HCC44,0.9166666666666666,2.1536825325950484e-07,True,p<0.05,6.666818314270842
ATF4-1,"different plate, same well",Standardize,A549,0.6449915824915825,6.459118200569214e-06,True,p<0.05,5.189826767882107
ATF4-1,"different plate, same well",Standardize,ES2,0.14588016921717217,0.005052584179380311,True,p<0.05,2.296486442120266
ATF4-1,"different plate, same well",Standardize,HCC44,0.45205619997286667,1.5229239514239382e-05,True,p<0.05,4.817321783007723
ATF4-1,"same plate, different well",MAD robustize,A549,0.4749999999999999,4.173264057815136e-05,True,p<0.05,4.379524135004595
ATF4-1,"same plate, different well",MAD robustize,ES2,0.5801916601916602,1.513175650636733e-05,True,p<0.05,4.820110655800644
ATF4-1,"same plate, different well",MAD robustize,HCC44,0.7319444444444444,6.459118200569214e-06,True,p<0.05,5.189826767882107
ATF4-1,"same plate, different well",Standardize,A549,0.4847222222222222,3.3011066852848554e-05,True,p<0.05,4.481340439898161
ATF4-1,"same plate, different well",Standardize,ES2,0.23883760354974,0.0014871325438899844,True,p<0.05,2.827650322322204
ATF4-1,"same plate, different well",Standardize,HCC44,0.5298971861471862,3.3011066852848554e-05,True,p<0.05,4.481340439898161
ATF4-2,"different plate, different well",MAD robustize,A549,0.6030982905982906,1.513175650636733e-05,True,p<0.05,4.820110655800644
ATF4-2,"different plate, different well",MAD robustize,ES2,0.1914299493593856,0.1373731423825731,False,p>=0.05,0.8620981672414474
ATF4-2,"different plate, different well",MAD robustize,HCC44,0.04087240567674266,0.10477522648826704,False,p>=0.05,0.9797413916967115
ATF4-2,"different plate, different well",Standardize,A549,0.3969343760091233,5.424548883137576e-05,True,p<0.05,4.265636372817733
ATF4-2,"different plate, different well",Standardize,ES2,0.03146339665198728,0.7474343320657038,False,p>=0.05,0.12642695748418042
ATF4-2,"different plate, different well",Standardize,HCC44,0.043819261429095,0.09943595243784575,False,p>=0.05,1.002456562058334
ATF4-2,"different plate, same well",MAD robustize,A549,0.7679924242424242,2.1536825325950484e-07,True,p<0.05,6.666818314270842
ATF4-2,"different plate, same well",MAD robustize,ES2,0.20520504351430624,0.12683137067509748,False,p>=0.05,0.89677331407223
ATF4-2,"different plate, same well",MAD robustize,HCC44,0.32801087801087797,0.00025386020489229336,True,p<0.05,3.595405373762898
ATF4-2,"different plate, same well",Standardize,A549,0.6762055380875344,2.1536825325950484e-07,True,p<0.05,6.666818314270842
ATF4-2,"different plate, same well",Standardize,ES2,0.03016361669406367,0.7564220666955115,False,p>=0.05,0.12123581020205504
ATF4-2,"different plate, same well",Standardize,HCC44,0.2635505698005698,0.000834952022257387,True,p<0.05,3.0783384790882646
ATF4-2,"same plate, different well",MAD robustize,A549,0.7091880341880342,2.1536825325950484e-07,True,p<0.05,6.666818314270842
ATF4-2,"same plate, different well",MAD robustize,ES2,0.6156746031746031,1.513175650636733e-05,True,p<0.05,4.820110655800644
ATF4-2,"same plate, different well",MAD robustize,HCC44,0.0194143330942566,0.33830120109421524,False,p>=0.05,0.47069646030346507
ATF4-2,"same plate, different well",Standardize,A549,0.5948145604395604,1.513175650636733e-05,True,p<0.05,4.820110655800644
ATF4-2,"same plate, different well",Standardize,ES2,0.7279761904761904,2.1536825325950484e-07,True,p<0.05,6.666818314270842
ATF4-2,"same plate, different well",Standardize,HCC44,0.028196567591702967,0.1540795600228217,False,p>=0.05,0.812254970354104
ATP50-1,"different plate, different well",MAD robustize,A549,0.05291196662084927,0.15885339647801883,False,p>=0.05,0.7990034949955246
ATP50-1,"different plate, different well",MAD robustize,ES2,0.14047352942730584,0.06262196997328569,False,p>=0.05,1.2032732743896508
ATP50-1,"different plate, different well",MAD robustize,HCC44,0.30925634142545905,0.0006079968113641285,True,p<0.05,3.2160986983762703
ATP50-1,"different plate, different well",Standardize,A549,0.015145022311385732,0.5972713892515056,False,p>=0.05,0.2238282885139276
ATP50-1,"different plate, different well",Standardize,ES2,0.021739913515873163,0.5129105031079086,False,p>=0.05,0.28995840759226194
ATP50-1,"different plate, different well",Standardize,HCC44,0.19185960461874188,0.01899653612584283,True,p<0.05,1.7213255821301578
ATP50-1,"different plate, same well",MAD robustize,A549,0.08901222423070095,0.13583674443568322,False,p>=0.05,0.8669827355995416
ATP50-1,"different plate, same well",MAD robustize,ES2,0.03413351236185346,0.3656001357613033,False,p>=0.05,0.43699365166803683
ATP50-1,"different plate, same well",MAD robustize,HCC44,0.5712962962962963,2.4148067566613846e-06,True,p<0.05,5.6171176176551345
ATP50-1,"different plate, same well",Standardize,A549,0.021763733616088687,0.4283151213485077,False,p>=0.05,0.3682365928873652
ATP50-1,"different plate, same well",Standardize,ES2,0.02136041954250816,0.6364734275455359,False,p>=0.05,0.19621972321416137
ATP50-1,"different plate, same well",Standardize,HCC44,0.15850750935428062,0.005731878501797606,True,p<0.05,2.241703023884968
ATP50-1,"same plate, different well",MAD robustize,A549,0.48341381280463563,3.4246162507829456e-05,True,p<0.05,4.465388086800664
ATP50-1,"same plate, different well",MAD robustize,ES2,0.2386897786584281,0.004633637013232406,True,p<0.05,2.334077990685163
ATP50-1,"same plate, different well",MAD robustize,HCC44,0.5205578709815696,2.4454132905438228e-05,True,p<0.05,4.611647731781962
ATP50-1,"same plate, different well",Standardize,A549,0.5886040310705921,1.513175650636733e-05,True,p<0.05,4.820110655800644
ATP50-1,"same plate, different well",Standardize,ES2,0.33524789604335065,0.00026224259526998027,True,p<0.05,3.581296765779928
ATP50-1,"same plate, different well",Standardize,HCC44,0.3741491331778595,0.00014005788247027493,True,p<0.05,3.853692444019919
ATP50-2,"different plate, different well",MAD robustize,A549,0.2599470263532763,0.0015797189059602304,True,p<0.05,2.8014201842170476
ATP50-2,"different plate, different well",MAD robustize,ES2,0.06027971163075641,0.1456374591695409,False,p>=0.05,0.8367269064908642
ATP50-2,"different plate, different well",MAD robustize,HCC44,0.12273550284401802,0.010141387163835214,True,p<0.05,1.9939026370741026
ATP50-2,"different plate, different well",Standardize,A549,0.05336337342912589,0.05073091042145061,False,p>=0.05,1.294727343725089
ATP50-2,"different plate, different well",Standardize,ES2,0.012515223836305085,0.7555120845151289,False,p>=0.05,0.12175858467205895
ATP50-2,"different plate, different well",Standardize,HCC44,0.026654747831979537,0.22609631226474886,False,p>=0.05,0.6457065211404047
ATP50-2,"different plate, same well",MAD robustize,A549,0.08507790910670615,0.008259472692265138,True,p<0.05,2.083047678363586
ATP50-2,"different plate, same well",MAD robustize,ES2,0.061336298764101745,0.14695460336750898,False,p>=0.05,0.8328168050606156
ATP50-2,"different plate, same well",MAD robustize,HCC44,0.2967093747357174,0.00023379012075914573,True,p<0.05,3.631173844715833
ATP50-2,"different plate, same well",Standardize,A549,0.03549559932105644,0.10579858379174123,False,p>=0.05,0.9755201456803084
ATP50-2,"different plate, same well",Standardize,ES2,0.012980203009824429,0.7389319864195458,False,p>=0.05,0.13139553357002515
ATP50-2,"different plate, same well",Standardize,HCC44,0.03927657969034224,0.07605703898122418,False,p>=0.05,1.118860586354714
ATP50-2,"same plate, different well",MAD robustize,A549,0.2556578160026436,0.0016770775575172697,True,p<0.05,2.775446852705228
ATP50-2,"same plate, different well",MAD robustize,ES2,0.28954528782227096,0.002568687116248894,True,p<0.05,2.590288792565896
ATP50-2,"same plate, different well",MAD robustize,HCC44,0.043831091605937435,0.0546908571869044,False,p>=0.05,1.262085269738816
ATP50-2,"same plate, different well",Standardize,A549,0.08088961581009214,0.022501059024387503,True,p<0.05,1.6477970411053426
ATP50-2,"same plate, different well",Standardize,ES2,0.3636221253682684,0.00021299605879843839,True,p<0.05,3.6716284325139665
ATP50-2,"same plate, different well",Standardize,HCC44,0.02554175385357822,0.24906778909997723,False,p>=0.05,0.6036824343288835
AURKB-2,"different plate, different well",MAD robustize,A549,0.014814945466834198,0.5524403477385105,False,p>=0.05,0.25771461003496343
AURKB-2,"different plate, different well",MAD robustize,ES2,0.3711334983863859,7.22976756032853e-05,True,p<0.05,4.140875665207464
AURKB-2,"different plate, different well",MAD robustize,HCC44,0.27760990137067726,0.00678625564644461,True,p<0.05,2.168369783985191
AURKB-2,"different plate, different well",Standardize,A549,0.013848919303841967,0.6334801801895689,False,p>=0.05,0.19826696841898583
AURKB-2,"different plate, different well",Standardize,ES2,0.037779442598372175,0.2037847391111718,False,p>=0.05,0.6908283422528841
AURKB-2,"different plate, different well",Standardize,HCC44,0.058605400645532955,0.18925247380531496,False,p>=0.05,0.7229584349297347
AURKB-2,"different plate, same well",MAD robustize,A549,0.04167329626623021,0.08150991483278275,False,p>=0.05,1.088789560643232
AURKB-2,"different plate, same well",MAD robustize,ES2,0.38816738816738816,0.00012712503587072085,True,p<0.05,3.895768911524822
AURKB-2,"different plate, same well",MAD robustize,HCC44,0.16576724474628202,0.01491558640165744,True,p<0.05,1.8263596678132974
AURKB-2,"different plate, same well",Standardize,A549,0.019369646431315123,0.33570079081721715,False,p>=0.05,0.47404763567439123
AURKB-2,"different plate, same well",Standardize,ES2,0.0393070735567245,0.1050573378482339,False,p>=0.05,0.9785736084107933
AURKB-2,"different plate, same well",Standardize,HCC44,0.10465715158330219,0.1545549074258155,False,p>=0.05,0.810917200667867
AURKB-2,"same plate, different well",MAD robustize,A549,0.019539078582231927,0.41096565583432976,False,p>=0.05,0.38619447034986254
AURKB-2,"same plate, different well",MAD robustize,ES2,0.2784507761943377,0.0005542704478257594,True,p<0.05,3.25627827617633
AURKB-2,"same plate, different well",MAD robustize,HCC44,0.026485054159305677,0.18309531936141804,False,p>=0.05,0.737322757836428
AURKB-2,"same plate, different well",Standardize,A549,0.03661660683593195,0.09537125719601791,False,p>=0.05,1.0205824924028453
AURKB-2,"same plate, different well",Standardize,ES2,0.028796556704165397,0.1453408107761353,False,p>=0.05,0.8376124214468768
AURKB-2,"same plate, different well",Standardize,HCC44,0.017044377137566333,0.4603898528436846,False,p>=0.05,0.33687425694180867
BCL2-1,"different plate, different well",MAD robustize,A549,0.022416688676920798,0.25577408226203024,False,p>=0.05,0.592143464942781
BCL2-1,"different plate, different well",MAD robustize,ES2,0.043878283616111874,0.09150608644782249,False,p>=0.05,1.038550018252754
BCL2-1,"different plate, different well",MAD robustize,HCC44,0.015424254556530783,0.581209748071041,False,p>=0.05,0.23566711031008009
BCL2-1,"different plate, different well",Standardize,A549,0.018895635054790607,0.39100942889315426,False,p>=0.05,0.4078127697987775
BCL2-1,"different plate, different well",Standardize,ES2,0.01631939415425607,0.5946423288960005,False,p>=0.05,0.22574417930254181
BCL2-1,"different plate, different well",Standardize,HCC44,0.019427814459998402,0.46693625858401383,False,p>=0.05,0.3307424008784619
BCL2-1,"different plate, same well",MAD robustize,A549,0.05559469822476206,0.10571236605622353,False,p>=0.05,0.9758742066769457
BCL2-1,"different plate, same well",MAD robustize,ES2,0.04303012190417841,0.15594411648076095,False,p>=0.05,0.8070310058259813
BCL2-1,"different plate, same well",MAD robustize,HCC44,0.17360829938035818,0.0023148691613328167,True,p<0.05,2.6354735507008784
BCL2-1,"different plate, same well",Standardize,A549,0.016655766120735035,0.47867953567309024,False,p>=0.05,0.31995513891501937
BCL2-1,"different plate, same well",Standardize,ES2,0.020995290511404016,0.38857678481114455,False,p>=0.05,0.41052314951489643
BCL2-1,"different plate, same well",Standardize,HCC44,0.03320938084340134,0.13895135365781908,False,p>=0.05,0.8571372179887495
BCL2-1,"same plate, different well",MAD robustize,A549,0.021953485734320013,0.3874881518655652,False,p>=0.05,0.4117415722752778
BCL2-1,"same plate, different well",MAD robustize,ES2,0.0167906433060401,0.575409934436881,False,p>=0.05,0.240022644298537
BCL2-1,"same plate, different well",MAD robustize,HCC44,0.015492745640728688,0.5239876607432952,False,p>=0.05,0.2806789399899271
BCL2-1,"same plate, different well",Standardize,A549,0.0377505239317747,0.12422238957262449,False,p>=0.05,0.9058001208139959
BCL2-1,"same plate, different well",Standardize,ES2,0.01817592204832236,0.38688416549612437,False,p>=0.05,0.4124190448416486
BCL2-1,"same plate, different well",Standardize,HCC44,0.017228326470149873,0.44466455067522076,False,p>=0.05,0.35196749177840186
BCL2-2,"different plate, different well",MAD robustize,A549,0.014762182534758903,0.617896939075775,False,p>=0.05,0.20908395617851616
BCL2-2,"different plate, different well",MAD robustize,ES2,0.01784772236838224,0.40369462527537714,False,p>=0.05,0.393947032677335
BCL2-2,"different plate, different well",MAD robustize,HCC44,0.0658499357673849,0.051908455321567064,False,p>=0.05,1.2847618945521093
BCL2-2,"different plate, different well",Standardize,A549,0.014507121296277995,0.6580241915933165,False,p>=0.05,0.18175813969553214
BCL2-2,"different plate, different well",Standardize,ES2,0.015975374462366684,0.464166369669799,False,p>=0.05,0.33332632875714624
BCL2-2,"different plate, different well",Standardize,HCC44,0.01343593435728721,0.6268393114865943,False,p>=0.05,0.20284377508420193
BCL2-2,"different plate, same well",MAD robustize,A549,0.2875638040360986,0.00038249493290985005,True,p<0.05,3.417374313775377
BCL2-2,"different plate, same well",MAD robustize,ES2,0.133671802054155,0.005988867237810801,True,p<0.05,2.222655314320242
BCL2-2,"different plate, same well",MAD robustize,HCC44,0.2875,0.0003510213612525411,True,p<0.05,3.454666453927842
BCL2-2,"different plate, same well",Standardize,A549,0.07476855627176676,0.062200626233461606,False,p>=0.05,1.2062052428273862
BCL2-2,"different plate, same well",Standardize,ES2,0.19530616081532534,0.017468876871385777,True,p<0.05,1.757735016267176
BCL2-2,"different plate, same well",Standardize,HCC44,0.10485016677229182,0.014268140057882146,True,p<0.05,1.8456326362227484
BCL2-2,"same plate, different well",MAD robustize,A549,0.011775805406791892,0.7717863884087562,False,p>=0.05,0.11250288512079636
BCL2-2,"same plate, different well",MAD robustize,ES2,0.013215822592281793,0.7399350984077833,False,p>=0.05,0.13080637167372777
BCL2-2,"same plate, different well",MAD robustize,HCC44,0.036909913096025766,0.10816503337206357,False,p>=0.05,0.9659131113908758
BCL2-2,"same plate, different well",Standardize,A549,0.01470051614741453,0.5780721022097713,False,p>=0.05,0.23801798919382566
BCL2-2,"same plate, different well",Standardize,ES2,0.01615423675616028,0.4725009628399047,False,p>=0.05,0.3255973021692547
BCL2-2,"same plate, different well",Standardize,HCC44,0.013856686960927955,0.6095135179996719,False,p>=0.05,0.2150166580069427
BCL2L2-1,"different plate, different well",MAD robustize,A549,0.018551266185013186,0.45681594996078984,False,p>=0.05,0.3402587408851797
BCL2L2-1,"different plate, different well",MAD robustize,ES2,0.012225092348812609,0.8824256901594649,False,p>=0.05,0.05432185671917546
BCL2L2-1,"different plate, different well",MAD robustize,HCC44,0.12385769763678521,0.00675995034546414,True,p<0.05,2.1700564941131164
BCL2L2-1,"different plate, different well",Standardize,A549,0.01775914203072957,0.4271814077699717,False,p>=0.05,0.3693876573807604
BCL2L2-1,"different plate, different well",Standardize,ES2,0.009266313215896632,0.9761148196299074,False,p>=0.05,0.010499093605084784
BCL2L2-1,"different plate, different well",Standardize,HCC44,0.022023927483663403,0.2442062297765581,False,p>=0.05,0.612243261263075
BCL2L2-1,"different plate, same well",MAD robustize,A549,0.05037833209770665,0.05101791027206533,False,p>=0.05,1.2922773343561293
BCL2L2-1,"different plate, same well",MAD robustize,ES2,0.20037198912198914,0.002381975211592632,True,p<0.05,2.6230627623849587
BCL2L2-1,"different plate, same well",MAD robustize,HCC44,0.2502227279800809,0.0007597966966928714,True,p<0.05,3.119302598924463
BCL2L2-1,"different plate, same well",Standardize,A549,0.023218498276709826,0.21798489536805193,False,p>=0.05,0.6615735985310565
BCL2L2-1,"different plate, same well",Standardize,ES2,0.037183688290973294,0.17188973638206012,False,p>=0.05,0.7647500544689145
BCL2L2-1,"different plate, same well",Standardize,HCC44,0.08230482681513489,0.008808178108812703,True,p<0.05,2.055113912145697
BCL2L2-1,"same plate, different well",MAD robustize,A549,0.045676936922746825,0.1375104623577375,False,p>=0.05,0.861664257678261
BCL2L2-1,"same plate, different well",MAD robustize,ES2,0.022750819006800385,0.2596725393173823,False,p>=0.05,0.5855739751050197
BCL2L2-1,"same plate, different well",MAD robustize,HCC44,0.05650158967466268,0.04595901270660951,True,p<0.05,1.3376293094153662
BCL2L2-1,"same plate, different well",Standardize,A549,0.021989124433663024,0.30100696727542964,False,p>=0.05,0.5214234518671077
BCL2L2-1,"same plate, different well",Standardize,ES2,0.020557512968066887,0.29710710161567977,False,p>=0.05,0.5270869673291464
BCL2L2-1,"same plate, different well",Standardize,HCC44,0.02690277900570277,0.23146389462032285,False,p>=0.05,0.6355167436959833
BCL2L2-2,"different plate, different well",MAD robustize,A549,0.02840930012702597,0.17279610391216593,False,p>=0.05,0.7624660539203361
BCL2L2-2,"different plate, different well",MAD robustize,ES2,0.060066722063626087,0.024474205155330813,True,p<0.05,1.6112914038050772
BCL2L2-2,"different plate, different well",MAD robustize,HCC44,0.03274849822355766,0.2280586636150856,False,p>=0.05,0.6419534248974694
BCL2L2-2,"different plate, different well",Standardize,A549,0.016642030442544056,0.4602839720535433,False,p>=0.05,0.3369741477866598
BCL2L2-2,"different plate, different well",Standardize,ES2,0.030057593637014598,0.13659750248446478,False,p>=0.05,0.864557241116647
BCL2L2-2,"different plate, different well",Standardize,HCC44,0.018599816407679725,0.3990659580484812,False,p>=0.05,0.39895531772401355
BCL2L2-2,"different plate, same well",MAD robustize,A549,0.054592398889650895,0.036889928180048284,True,p<0.05,1.4330921902879454
BCL2L2-2,"different plate, same well",MAD robustize,ES2,0.23439457057923066,0.0011733685009863856,True,p<0.05,2.930565574574957
BCL2L2-2,"different plate, same well",MAD robustize,HCC44,0.18785451580403068,0.002944631546969128,True,p<0.05,2.530969039460569
BCL2L2-2,"different plate, same well",Standardize,A549,0.022230494469507003,0.24704856962672272,False,p>=0.05,0.607217656265638
